Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
3/25/2015,"March 25, 2015",2015,2015,Kimmy Goes to a Party!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to a Party!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/25/2015,"March 25, 2015",2015,2015,Kimmy Goes to School!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to School!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/26/2015,"March 26, 2015",2015,2015,Kimmy Has a Birthday!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Has a Birthday!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/26/2015,"March 26, 2015",2015,2015,Kimmy is Bad at Math!,Unbreakable Kimmy Schmidt: Season 1: Kimmy is Bad at Math!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/30/2015,"March 30, 2015",2015,2015,Kimmy Goes to Court!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to Court!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/30/2015,"March 30, 2015",2015,2015,Kimmy Rides a Bike!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Rides a Bike!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/30/2015,"March 30, 2015",2015,2015,Kimmy's in a Love Triangle!,Unbreakable Kimmy Schmidt: Season 1: Kimmy's in a Love Triangle!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
3/31/2015,"March 31, 2015",2015,2015,Pilot,Archer: Season 1: Pilot: Mole Hunt,True,Season 1,Archer,ArcherSeason 1,Series,Series,1,,0.833333333,50,,1,1
3/31/2015,"March 31, 2015",2015,2015,The One with the Creepy Holiday Card,Friends: Season 8: The One with the Creepy Holiday Card,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
3/31/2015,"March 31, 2015",2015,2015,Kimmy Makes Waffles!,Unbreakable Kimmy Schmidt: Season 1: Kimmy Makes Waffles!,True,Season 1,Unbreakable Kimmy Schmidt,Unbreakable Kimmy SchmidtSeason 1,Series,Series,1,,0.466666667,28,,1,1
4/1/2015,"April 1, 2015",2015,2015,The One Where Joey Dates Rachel,Friends: Season 8: The One Where Joey Dates Rachel,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/1/2015,"April 1, 2015",2015,2015,The One Where Joey Tells Rachel,Friends: Season 8: The One Where Joey Tells Rachel,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/2/2015,"April 2, 2015",2015,2015,The One in Massapequa,Friends: Season 8: The One in Massapequa,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/2/2015,"April 2, 2015",2015,2015,The One with the Tea Leaves,Friends: Season 8: The One with the Tea Leaves,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One Where Rachel Has a Baby,Friends: Season 8: The One Where Rachel Has a Baby: Part 2,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One with Joey's Interview,Friends: Season 8: The One with Joey's Interview,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One with the Baby Shower,Friends: Season 8: The One with the Baby Shower,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One with the Cooking Class,Friends: Season 8: The One with the Cooking Class,True,Season 8,Friends,FriendsSeason 8,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One Where Emma Cries,Friends: Season 9: The One Where Emma Cries,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/3/2015,"April 3, 2015",2015,2015,The One Where No One Proposes,Friends: Season 9: The One Where No One Proposes,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/7/2015,"April 7, 2015",2015,2015,The One with Ross' Inappropriate Song,Friends: Season 9: The One with Ross' Inappropriate Song,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/7/2015,"April 7, 2015",2015,2015,The One with the Mugging,Friends: Season 9: The One with the Mugging,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/7/2015,"April 7, 2015",2015,2015,The One with the Pediatrician,Friends: Season 9: The One with the Pediatrician,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/7/2015,"April 7, 2015",2015,2015,The One with the Sharks,Friends: Season 9: The One with the Sharks,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/8/2015,"April 8, 2015",2015,2015,The One with the Boob Job,Friends: Season 9: The One with the Boob Job,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/8/2015,"April 8, 2015",2015,2015,The One with the Memorial Service,Friends: Season 9: The One with the Memorial Service,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/9/2015,"April 9, 2015",2015,2015,The One with Rachel's Dream,Friends: Season 9: The One with Rachel's Dream,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/20/2015,"April 20, 2015",2015,2015,The One with the Soap Opera Party,Friends: Season 9: The One with the Soap Opera Party,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/21/2015,"April 21, 2015",2015,2015,The One with the Fertility Test,Friends: Season 9: The One with the Fertility Test,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/22/2015,"April 22, 2015",2015,2015,The One with the Donor,Friends: Season 9: The One with the Donor,True,Season 9,Friends,FriendsSeason 9,Series,Series,1,,0.366666667,22,,1,1
4/27/2015,"April 27, 2015",2015,2015,The One After Joey and Rachel Kiss,Friends: Season 10: The One After Joey and Rachel Kiss,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/28/2015,"April 28, 2015",2015,2015,The One Where Ross Is Fine,Friends: Season 10: The One Where Ross Is Fine,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One Where Rachel's Sister Babysits,Friends: Season 10: The One Where Rachel's Sister Babysits,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One with Ross's Grant,Friends: Season 10: The One with Ross's Grant,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One with Ross's Tan,Friends: Season 10: The One with Ross's Tan,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One with the Cake,Friends: Season 10: The One with the Cake,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One with The Home Study,Friends: Season 10: The One with The Home Study,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,The One with the Late Thanksgiving,Friends: Season 10: The One with the Late Thanksgiving,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/29/2015,"April 29, 2015",2015,2015,Cut Man,Marvel's Daredevil: Season 1: Cut Man,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.883333333,53,,1,1
4/29/2015,"April 29, 2015",2015,2015,Into the Ring,Marvel's Daredevil: Season 1: Into the Ring,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.883333333,53,,1,1
4/30/2015,"April 30, 2015",2015,2015,The One Where Chandler Gets Caught,Friends: Season 10: The One Where Chandler Gets Caught,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/30/2015,"April 30, 2015",2015,2015,The One Where the Stripper Cries,Friends: Season 10: The One Where the Stripper Cries,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/30/2015,"April 30, 2015",2015,2015,The One with the Birth Mother,Friends: Season 10: The One with the Birth Mother,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
4/30/2015,"April 30, 2015",2015,2015,In the Blood,Marvel's Daredevil: Season 1: In the Blood,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.866666667,52,,1,1
4/30/2015,"April 30, 2015",2015,2015,Rabbit in a Snowstorm,Marvel's Daredevil: Season 1: Rabbit in a Snowstorm,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.883333333,53,,1,1
5/1/2015,"May 1, 2015",2015,2015,The One with Phoebe's Wedding,Friends: Season 10: The One with Phoebe's Wedding,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/2/2015,"May 2, 2015",2015,2015,World On Fire,Marvel's Daredevil: Season 1: World On Fire,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.933333333,56,,1,1
5/3/2015,"May 3, 2015",2015,2015,Condemned,Marvel's Daredevil: Season 1: Condemned,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.816666667,49,,1,1
5/4/2015,"May 4, 2015",2015,2015,Stick,Marvel's Daredevil: Season 1: Stick,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.833333333,50,,1,1
5/5/2015,"May 5, 2015",2015,2015,The One Where Estelle Dies,Friends: Season 10: The One Where Estelle Dies,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/5/2015,"May 5, 2015",2015,2015,The One with Princess Consuela,Friends: Season 10: The One with Princess Consuela,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/6/2015,"May 6, 2015",2015,2015,The One with Rachel's Going Away Party,Friends: Season 10: The One with Rachel's Going Away Party,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/6/2015,"May 6, 2015",2015,2015,Shadows in the Glass,Marvel's Daredevil: Season 1: Shadows in the Glass,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.883333333,53,,1,1
5/7/2015,"May 7, 2015",2015,2015,Training Day,Archer: Season 1: Training Day,True,Season 1,Archer,ArcherSeason 1,Series,Series,1,,0.833333333,50,,1,1
5/7/2015,"May 7, 2015",2015,2015,The Last One,Friends: Season 10: The Last One: Part 1 & Part 2,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/7/2015,"May 7, 2015",2015,2015,The One Where Joey Speaks French,Friends: Season 10: The One Where Joey Speaks French,True,Season 10,Friends,FriendsSeason 10,Series,Series,1,,0.366666667,22,,1,1
5/8/2015,"May 8, 2015",2015,2015,Speak of the Devil,Marvel's Daredevil: Season 1: Speak of the Devil,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.966666667,58,,1,1
5/18/2015,"May 18, 2015",2015,2015,Nelson v. Murdock,Marvel's Daredevil: Season 1: Nelson v. Murdock,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.95,57,,1,1
5/19/2015,"May 19, 2015",2015,2015,The Path of the Righteous,Marvel's Daredevil: Season 1: The Path of the Righteous,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.983333333,59,,1,1
5/20/2015,"May 20, 2015",2015,2015,Daredevil,Marvel's Daredevil: Season 1: Daredevil,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,1,60,,1,1
5/20/2015,"May 20, 2015",2015,2015,The Ones We Leave Behind,Marvel's Daredevil: Season 1: The Ones We Leave Behind,True,Season 1,Marvel's Daredevil,Marvel's DaredevilSeason 1,Series,Series,1,,0.933333333,56,,1,1
5/22/2015,"May 22, 2015",2015,2015,The Great Game,Sherlock: Series 1: The Great Game,True,Season 1,Sherlock,SherlockSeason 1,Series,Series,1,,1.466666667,88,,1,1
5/22/2015,"May 22, 2015",2015,2015,A Study in Pink,Sherlock: Series 1: A Study in Pink,True,Season 1,Sherlock,SherlockSeason 1,Series,Series,1,,1.466666667,88,,1,1
5/23/2015,"May 23, 2015",2015,2015,The Blind Banker,Sherlock: Series 1: The Blind Banker,True,Season 1,Sherlock,SherlockSeason 1,Series,Series,1,,1.466666667,88,,1,1
5/23/2015,"May 23, 2015",2015,2015,A Scandal in Belgravia,Sherlock: Series 2: A Scandal in Belgravia,True,Season 2,Sherlock,SherlockSeason 2,Series,Series,1,,1.466666667,88,,1,1
5/25/2015,"May 25, 2015",2015,2015,Massimo Bottura,Chef's Table: Volume 1: Massimo Bottura,True,Volume 1,Chef's Table,Chef's TableVolume 1,Series,Series,1,,0.833333333,50,,1,1
6/1/2015,"June 1, 2015",2015,2015,Episode 1,Residue: Season 1: Episode 1,True,Season 1,Residue,ResidueSeason 1,Series,Series,1,,0.833333333,50,,1,1
6/1/2015,"June 1, 2015",2015,2015,The Hounds of Baskerville,Sherlock: Series 2: The Hounds of Baskerville,True,Season 2,Sherlock,SherlockSeason 2,Series,Series,1,,1.466666667,88,,1,1
6/2/2015,"June 2, 2015",2015,2015,The Reichenbach Fall,Sherlock: Series 2: The Reichenbach Fall,True,Season 2,Sherlock,SherlockSeason 2,Series,Series,1,,1.466666667,88,,1,1
6/3/2015,"June 3, 2015",2015,2015,The Empty Hearse,Sherlock: Series 3: The Empty Hearse,True,Season 3,Sherlock,SherlockSeason 3,Series,Series,1,,1.466666667,88,,1,1
6/8/2015,"June 8, 2015",2015,2015,The Sign of Three,Sherlock: Series 3: The Sign of Three,True,Season 3,Sherlock,SherlockSeason 3,Series,Series,1,,1.466666667,88,,1,1
6/10/2015,"June 10, 2015",2015,2015,His Last Vow,Sherlock: Series 3: His Last Vow,True,Season 3,Sherlock,SherlockSeason 3,Series,Series,1,,1.466666667,88,,1,1
6/11/2015,"June 11, 2015",2015,2015,,Super,False,,Super,,Movie,Movies,1,,1.6,96,1,1,
6/12/2015,"June 12, 2015",2015,2015,The End,Grace and Frankie: Season 1: The End,True,Season 1,Grace and Frankie,Grace and FrankieSeason 1,Series,Series,1,,0.833333333,50,,1,1
7/24/2015,"July 24, 2015",2015,2015,I Am Also a We,Sense8: Season 1: I Am Also a We,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.833333333,50,,1,1
7/28/2015,"July 28, 2015",2015,2015,Smart Money Is on the Skinny Bitch,Sense8: Season 1: Smart Money Is on the Skinny Bitch,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.916666667,55,,1,1
7/30/2015,"July 30, 2015",2015,2015,Whatâ€™s Going On?,Sense8: Season 1: Whatâ€™s Going On?,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.983333333,59,,1,1
7/31/2015,"July 31, 2015",2015,2015,,Mean Girls,False,,Mean Girls,,Movie,Movies,1,,1.616666667,97,1,1,
8/3/2015,"August 3, 2015",2015,2015,Art Is Like Religion,Sense8: Season 1: Art Is Like Religion,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.75,45,,1,1
8/17/2015,"August 17, 2015",2015,2015,,The Intouchables,False,,The Intouchables,,Movie,Movies,1,,2.116666667,127,1,1,
8/20/2015,"August 20, 2015",2015,2015,,Silver Linings Playbook,False,,Silver Linings Playbook,,Movie,Movies,1,,2.033333333,122,1,1,
8/27/2015,"August 27, 2015",2015,2015,Demons,Sense8: Season 1: Demons,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.9,54,,1,1
10/5/2015,"October 5, 2015",2015,2015,W. W. N. Double D?,Sense8: Season 1: W. W. N. Double D?,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.8,48,,1,1
10/6/2015,"October 6, 2015",2015,2015,We Will All Be Judged by the Courage of Our Hearts,Sense8: Season 1: We Will All Be Judged by the Courage of Our Hearts,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.916666667,55,,1,1
10/13/2015,"October 13, 2015",2015,2015,Death Doesnâ€™t Let You Say Goodbye,Sense8: Season 1: Death Doesnâ€™t Let You Say Goodbye,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.866666667,52,,1,1
10/15/2015,"October 15, 2015",2015,2015,I Canâ€™t Leave Her,Sense8: Season 1: I Canâ€™t Leave Her,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.866666667,52,,1,1
10/15/2015,"October 15, 2015",2015,2015,Just Turn the Wheel and the Future Changes,Sense8: Season 1: Just Turn the Wheel and the Future Changes,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.916666667,55,,1,1
10/16/2015,"October 16, 2015",2015,2015,What Is Human?,Sense8: Season 1: What Is Human?,True,Season 1,Sense8,Sense8Season 1,Series,Series,1,,0.833333333,50,,1,1
10/17/2015,"October 17, 2015",2015,2015,,The Man Who Knew Too Little,False,,The Man Who Knew Too Little,,Movie,Movies,1,,1.566666667,94,1,1,
10/18/2015,"October 18, 2015",2015,2015,Honor Thy Father,Arrow: Season 1: Honor Thy Father,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/18/2015,"October 18, 2015",2015,2015,Lone Gunmen,Arrow: Season 1: Lone Gunmen,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/19/2015,"October 19, 2015",2015,2015,An Innocent Man,Arrow: Season 1: An Innocent Man,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/21/2015,"October 21, 2015",2015,2015,Damaged,Arrow: Season 1: Damaged,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/22/2015,"October 22, 2015",2015,2015,Legacies,Arrow: Season 1: Legacies,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/22/2015,"October 22, 2015",2015,2015,Muse of Fire,Arrow: Season 1: Muse of Fire,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/23/2015,"October 23, 2015",2015,2015,Vendetta,Arrow: Season 1: Vendetta,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/25/2015,"October 25, 2015",2015,2015,Burned,Arrow: Season 1: Burned,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/25/2015,"October 25, 2015",2015,2015,Year's End,Arrow: Season 1: Year's End,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/26/2015,"October 26, 2015",2015,2015,Trust but Verify,Arrow: Season 1: Trust but Verify,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/27/2015,"October 27, 2015",2015,2015,Vertigo,Arrow: Season 1: Vertigo,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/28/2015,"October 28, 2015",2015,2015,Betrayal,Arrow: Season 1: Betrayal,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
10/30/2015,"October 30, 2015",2015,2015,The Odyssey,Arrow: Season 1: The Odyssey,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
11/2/2015,"November 2, 2015",2015,2015,Dead to Rights,Arrow: Season 1: Dead to Rights,True,Season 1,Arrow,ArrowSeason 1,Series,Series,1,,0.716666667,43,,1,1
